date,lon,lat,sst,chl
2023-12-11,76.10251,9.270833,29.08,0.3435579
2023-12-11,76.394226,9.270833,29.115,3.4223845
2023-12-11,82.061844,9.270833,26.545,0.36223355
2023-12-11,83.562096,9.270833,28.115,0.12942493
2023-12-11,76.10251,9.229167,28.699999,0.42391637
2023-12-11,82.89532,9.229167,28.154999,0.16377494
2023-12-11,82.52025,9.1875,28.109999,0.27111053
2023-12-11,82.68694,9.1875,28.224998,0.23221391
2023-12-11,82.72862,9.1875,28.18,0.24056242
2023-12-11,82.93699,9.1875,28.439999,0.19557066
2023-12-11,82.020164,9.145833,27.904999,0.23878813
2023-12-11,82.436905,9.145833,28.029999,0.24105413
2023-12-11,82.47858,9.145833,28.05,0.2529764
2023-12-11,82.52025,9.145833,28.015,0.26145083
2023-12-11,82.97866,9.145833,28.23,0.22157301
2023-12-11,82.020164,9.104167,28.029999,0.26121363
2023-12-11,82.6036,9.104167,27.974998,0.23525774
2023-12-11,82.64527,9.104167,28.045,0.23458873
2023-12-11,82.68694,9.104167,28.105,0.23359527
2023-12-11,82.72862,9.104167,28.109999,0.24774061
2023-12-11,82.770294,9.104167,27.654999,0.26682746
2023-12-11,82.811966,9.104167,27.289999,0.2721502
2023-12-11,82.020164,9.0625,28.085,0.27057064
2023-12-11,82.061844,9.0625,28.085,0.2741613
2023-12-11,82.27021,9.0625,27.73,0.22665194
2023-12-11,82.39523,9.0625,27.4,0.26948985
2023-12-11,82.47858,9.0625,28.045,0.28198066
2023-12-11,82.56193,9.0625,27.865,0.26135525
2023-12-11,82.89532,9.0625,28.439999,0.32018754
2023-12-11,82.22854,9.020833,28.109999,0.23033148
2023-12-11,82.27021,9.020833,28.109999,0.23033148
2023-12-11,82.35355,9.020833,26.269999,0.2692261
2023-12-11,82.39523,9.020833,26.269999,0.28536114
2023-12-11,82.47858,9.020833,27.82,0.24862644
2023-12-11,82.6036,9.020833,28.074999,0.30177644
2023-12-11,82.64527,9.020833,28.019999,0.36931735
2023-12-11,82.68694,9.020833,28.019999,0.2930755
2023-12-11,82.47858,8.979167,28.109999,0.259025
2023-12-11,82.85364,8.979167,28.09,0.319519
2023-12-11,82.89532,8.979167,28.494999,0.320906
2023-12-11,82.436905,8.9375,27.404999,0.38168326
2023-12-11,82.14519,8.895833,28.195,0.26017025
2023-12-11,82.27021,8.895833,27.599998,0.267845
2023-12-11,82.14519,8.854167,27.664999,0.22698516
2023-12-11,82.27021,8.854167,28.035,0.3272292
2023-12-11,82.770294,8.770833,27.785,0.3120067
2023-12-11,82.811966,8.770833,27.394999,0.29695377
2023-12-11,82.85364,8.770833,28.56,0.25873062
2023-12-11,82.97866,8.770833,27.769999,0.2597165
2023-12-11,83.145355,8.770833,28.59,0.18930763
2023-12-11,83.27038,8.770833,28.81,0.10568497
2023-12-11,82.85364,8.729167,27.484999,0.26393974
2023-12-11,82.89532,8.729167,27.484999,0.2616963
2023-12-11,83.06201,8.729167,28.14,0.23477015
2023-12-11,83.31205,8.729167,28.769999,0.115884
2023-12-11,82.061844,8.6875,27.845,0.25880867
2023-12-11,82.103516,8.6875,27.845,0.23956971
2023-12-11,81.97849,8.645833,27.75,0.40586734
2023-12-11,82.103516,8.645833,27.789999,0.27936867
2023-12-11,82.18686,8.645833,27.96,0.2251591
2023-12-11,82.811966,8.645833,27.914999,0.33425102
2023-12-11,83.145355,8.645833,28.205,0.18133275
2023-12-11,81.93682,8.5625,27.789999,0.53143376
2023-12-11,81.93682,8.520833,27.609999,0.5524719
2023-12-11,81.77013,8.479167,27.47,0.59583783
2023-12-11,81.8118,8.479167,27.47,0.6817242
2023-12-11,82.22854,8.479167,27.855,0.49446827
2023-12-11,82.27021,8.479167,27.885,0.49446827
2023-12-11,81.85347,8.4375,27.324999,0.72832614
2023-12-11,76.97766,8.395833,29.164999,0.36678547
2023-12-11,81.93682,8.395833,27.275,0.73389125
2023-12-11,81.97849,8.395833,27.244999,0.63135374
2023-12-11,82.061844,8.395833,27.394999,0.48139822
2023-12-11,82.103516,8.395833,27.349998,0.50126785
2023-12-11,82.770294,8.395833,28.15,0.3038597
2023-12-11,82.811966,8.395833,28.15,0.3310436
2023-12-11,77.01933,8.354167,28.965,0.6315081
2023-12-11,81.97849,8.354167,27.244999,0.5773288
2023-12-11,82.061844,8.354167,26.664999,0.68963313
2023-12-11,82.72862,8.3125,27.82,0.2994141
2023-12-11,82.85364,8.3125,28.035,0.34717357
2023-12-11,82.72862,8.270833,27.394999,0.32679167
2023-12-11,82.85364,8.270833,28.355,0.25577685
2023-12-11,82.85364,8.229167,28.585,0.23237559
2023-12-11,85.93749,8.229167,28.189999,0.18534636
2023-12-11,85.979164,8.229167,28.199999,0.15077055
2023-12-11,82.85364,8.1875,26.75,0.23283242
2023-12-11,82.770294,8.145833,27.865,0.25144106
2023-12-11,85.93749,8.145833,28.689999,0.22496325
2023-12-11,85.979164,8.145833,28.664999,0.18011804
2023-12-11,82.811966,8.104167,27.81,0.1988791
2023-12-11,82.85364,8.104167,28.345,0.1878943
2023-12-11,79.64477,7.8125,27.81,0.41052422
2023-12-11,82.27021,7.8125,27.63,0.65441245
2023-12-11,82.31188,7.8125,27.63,0.6425051
2023-12-11,82.35355,7.8125,27.765,0.7088794
2023-12-11,82.39523,7.8125,27.765,0.72145957
2023-12-11,79.51975,7.770833,28.375,0.31271762
2023-12-11,79.561424,7.770833,28.375,0.346844
2023-12-11,79.603096,7.770833,28.144999,0.41869205
2023-12-11,79.4364,7.7291665,26.47,0.2869186
2023-12-11,79.47807,7.7291665,27.724998,0.29430023
2023-12-11,82.18686,7.7291665,27.605,1.0299622
2023-12-11,82.27021,7.7291665,27.529999,0.8624916
2023-12-11,82.31188,7.7291665,27.845,0.7478906
2023-12-11,82.35355,7.7291665,27.21,0.21704067
2023-12-11,82.39523,7.7291665,26.685,0.21856146
2023-12-11,79.47807,7.6875,27.724998,0.28303462
2023-12-11,79.4364,7.645833,27.265,0.2948935
2023-12-11,79.47807,7.645833,28.23,0.2894131
2023-12-11,79.35306,7.6041665,26.029999,0.30170572
2023-12-11,79.4364,7.6041665,27.599998,0.29388705
2023-12-11,81.93682,7.6041665,27.779999,0.19946046
2023-12-11,81.97849,7.6041665,27.76,0.2045518
2023-12-11,82.103516,7.6041665,26.365,0.2386172
2023-12-11,82.020164,7.5625,27.869999,0.20867696
2023-12-11,82.103516,7.5625,26.5,0.22636217
2023-12-11,77.68611,7.520833,28.5,0.17261772
2023-12-11,79.4364,7.520833,28.08,0.29196495
2023-12-11,79.47807,7.520833,28.08,0.5531959
2023-12-11,79.51975,7.520833,24.425,0.7684593
2023-12-11,77.811134,7.4791665,28.279999,0.17017229
2023-12-11,79.81146,7.4791665,27.859999,3.5255373
2023-12-11,81.93682,7.4791665,27.88,0.22786905
2023-12-11,82.103516,7.4791665,28.064999,0.25452268
2023-12-11,79.39473,7.4375,27.285,1.3789859
2023-12-11,79.4364,7.4375,27.265,1.4253726
2023-12-11,79.47807,7.4375,27.904999,1.3214759
2023-12-11,79.51975,7.4375,27.109999,1.0994617
2023-12-11,79.561424,7.4375,27.88,0.98284316
2023-12-11,79.81146,7.4375,27.31,3.5255373
2023-12-11,81.93682,7.4375,27.88,0.24496062
2023-12-11,82.103516,7.4375,27.505,0.24088144
2023-12-11,79.31138,7.395833,28.505,0.78790706
2023-12-11,79.35306,7.395833,28.505,1.134671
2023-12-11,81.93682,7.395833,27.994999,0.30097398
2023-12-11,82.103516,7.395833,27.97,0.22269824
2023-12-11,85.81247,7.395833,28.664999,0.14556597
2023-12-11,85.89581,7.395833,27.529999,0.13570422
2023-12-11,79.31138,7.3541665,28.505,0.7879067
2023-12-11,79.51975,7.3541665,27.939999,0.6957152
2023-12-11,79.561424,7.3541665,28.055,0.7347788
2023-12-11,81.93682,7.3541665,27.994999,0.30097514
2023-12-11,82.061844,7.3541665,27.789999,0.28560734
2023-12-11,77.51942,7.3125,28.855,0.19085339
2023-12-11,79.26971,7.3125,27.795,0.33278465
2023-12-11,79.561424,7.3125,27.96,0.5801111
2023-12-11,79.64477,7.3125,27.57,0.96757615
2023-12-11,79.72812,7.3125,26.38,1.2348057
2023-12-11,81.97849,7.3125,27.305,0.33902502
2023-12-11,82.020164,7.3125,27.305,0.33778992
2023-12-11,77.436066,7.270833,28.67,0.20017524
2023-12-11,77.72778,7.270833,28.25,0.25367826
2023-12-11,77.769455,7.270833,27.46,0.26774818
2023-12-11,77.811134,7.270833,27.47,0.27574363
2023-12-11,79.561424,7.270833,27.96,0.64305514
2023-12-11,82.103516,7.270833,28.205,0.27633765
2023-12-11,82.22854,7.270833,28.16,0.2312397
2023-12-11,82.27021,7.270833,28.289999,0.21142231
2023-12-11,77.436066,7.2291665,28.609999,0.16210112
2023-12-11,77.51942,7.2291665,28.935,0.24318118
2023-12-11,79.228035,7.2291665,28.65,0.6332138
2023-12-11,79.51975,7.2291665,27.914999,0.6766698
2023-12-11,79.561424,7.2291665,27.385,0.6588287
2023-12-11,77.68611,7.1875,28.185,0.27231464
2023-12-11,77.72778,7.1875,27.365,0.2733284
2023-12-11,77.769455,7.1875,27.244999,0.26808968
2023-12-11,77.811134,7.1875,27.199999,0.24980292
2023-12-11,79.144684,7.1875,28.81,0.74302655
2023-12-11,79.228035,7.1875,28.76,0.810162
2023-12-11,82.31188,7.1875,28.43,0.3164139
2023-12-11,82.35355,7.1875,28.3,0.3164139
2023-12-11,79.51975,7.145833,27.619999,0.7192361
2023-12-11,79.561424,7.145833,28.025,0.79655194
2023-12-11,79.603096,7.145833,28.18,0.8630116
2023-12-11,79.64477,7.145833,27.255,0.9021281
2023-12-11,79.228035,7.1041665,28.755,0.32335356
2023-12-11,79.35306,7.1041665,28.8,0.867047
2023-12-11,79.51975,7.1041665,27.619999,0.60089093
2023-12-11,79.68645,7.1041665,28.085,0.79568064
2023-12-11,79.72812,7.1041665,28.215,0.82042706
2023-12-11,79.76979,7.1041665,28.31,0.8682725
2023-12-11,82.103516,7.1041665,27.63,0.21395232
2023-12-11,82.14519,7.1041665,27.63,0.21395245
2023-12-11,79.26971,7.0625,28.609999,0.19342789
2023-12-11,79.31138,7.0625,28.609999,0.2556379
2023-12-11,85.43741,7.0625,28.795,0.15026054
2023-12-11,85.47908,7.0625,28.63,0.14939052
2023-12-11,85.52075,7.0625,28.635,0.13715261
2023-12-11,85.56242,7.0625,28.68,0.14167891
2023-12-11,79.64477,7.020833,28.49,1.4788681
2023-12-11,82.103516,7.020833,27.835,0.4863451
2023-12-11,82.14519,7.020833,27.71,0.45545512
2023-12-11,85.89581,7.020833,28.529999,0.16246906
2023-12-11,85.93749,7.020833,28.244999,0.16043645
2023-12-11,85.979164,7.020833,28.359999,0.15712045
2023-12-11,77.769455,6.9791665,27.26,0.17435257
2023-12-11,77.811134,6.9791665,27.029999,0.16294256
2023-12-11,77.852806,6.9791665,27.15,0.15061827
2023-12-11,79.561424,6.9791665,27.795,0.9292275
2023-12-11,79.85314,6.9791665,28.705,6.5603275
2023-12-11,85.35406,6.9791665,28.56,0.13702652
2023-12-11,85.43741,6.9791665,28.88,0.14410916
2023-12-11,85.47908,6.9791665,28.75,0.14041929
2023-12-11,85.52075,6.9791665,28.769999,0.13781422
2023-12-11,85.56242,6.9791665,28.779999,0.14273535
2023-12-11,85.6041,6.9791665,28.685,0.14546193
2023-12-11,85.81247,6.9791665,28.56,0.1546714
2023-12-11,85.85414,6.9791665,28.529999,0.16419403
2023-12-11,77.72778,6.9375,27.269999,0.18419133
2023-12-11,77.769455,6.9375,26.88,0.18390094
2023-12-11,79.85314,6.9375,28.65,6.5603275
2023-12-11,82.14519,6.9375,27.849998,0.4973698
2023-12-11,85.89581,6.9375,26.609999,0.16699463
2023-12-11,85.93749,6.9375,28.8,0.16690011
2023-12-11,85.979164,6.9375,28.775,0.16114627
2023-12-11,77.68611,6.895833,28.375,0.19105224
2023-12-11,77.72778,6.895833,26.51,0.19069208
2023-12-11,79.39473,6.895833,28.685,0.19320686
2023-12-11,79.4364,6.895833,28.685,0.19222125
2023-12-11,79.561424,6.895833,28.5,0.27317205
2023-12-11,82.103516,6.895833,28.095,0.18200727
2023-12-11,85.85414,6.895833,27.824999,0.15008555
2023-12-11,77.68611,6.8541665,26.33,0.19584568
2023-12-11,79.35306,6.8541665,28.555,0.19271375
2023-12-11,81.97849,6.8541665,28.074999,0.3359937
2023-12-11,85.85414,6.8541665,27.904999,0.1488555
2023-12-11,85.979164,6.8541665,28.695,0.16040824
2023-12-11,77.64444,6.8125,28.33,0.21639211
2023-12-11,79.47807,6.8125,28.675,0.19948073
2023-12-11,82.020164,6.8125,26.974998,0.23059997
2023-12-11,82.061844,6.8125,26.974998,0.21743736
2023-12-11,85.89581,6.8125,28.414999,0.15263489
2023-12-11,77.56109,6.770833,27.869999,0.23045143
2023-12-11,77.60276,6.770833,26.57,0.22804607
2023-12-11,77.64444,6.770833,25.91,0.2245707
2023-12-11,77.72778,6.770833,26.38,0.20943627
2023-12-11,81.85347,6.770833,27.824999,2.677561
2023-12-11,81.89515,6.770833,27.824999,0.9346145
2023-12-11,77.477745,6.7291665,26.58,0.22763239
2023-12-11,77.51942,6.7291665,26.095,0.22498453
2023-12-11,81.89515,6.7291665,27.824999,0.93459064
2023-12-11,82.27021,6.7291665,27.71,0.33207512
2023-12-11,85.89581,6.7291665,28.43,0.15157089
2023-12-11,85.979164,6.7291665,28.58,0.17034054
2023-12-11,76.51925,6.6875,27.644999,0.15135159
2023-12-11,76.60259,6.6875,27.56,0.14855482
2023-12-11,77.477745,6.6875,26.185,0.2242859
2023-12-11,77.68611,6.6875,25.664999,0.22216877
2023-12-11,81.89515,6.6875,26.984999,0.23252009
2023-12-11,82.27021,6.6875,27.71,0.327366
2023-12-11,85.85414,6.6875,28.24,0.14551866
2023-12-11,85.93749,6.6875,28.279999,0.17755206
2023-12-11,76.4359,6.645833,28.375,0.1410027
2023-12-11,76.64427,6.645833,28.824999,0.14890245
2023-12-11,76.68594,6.645833,28.51,0.14815168
2023-12-11,77.477745,6.645833,26.849998,0.22605371
2023-12-11,77.60276,6.645833,25.93,0.23123196
2023-12-11,82.061844,6.645833,27.644999,0.2760125
2023-12-11,82.27021,6.645833,26.56,0.3809004
2023-12-11,82.770294,6.645833,28.779999,0.17481922
2023-12-11,85.85414,6.645833,28.385,0.14323401
2023-12-11,76.51925,6.6041665,28.539999,0.13641852
2023-12-11,76.56092,6.6041665,28.734999,0.14124668
2023-12-11,77.477745,6.6041665,27.664999,0.23017092
2023-12-11,77.56109,6.6041665,25.904999,0.23184438
2023-12-11,82.22854,6.6041665,26.56,0.40666088
2023-12-11,82.27021,6.6041665,26.56,0.41719943
2023-12-11,76.60259,6.5625,28.465,0.16968094
2023-12-11,76.64427,6.5625,29.08,0.17291307
2023-12-11,77.477745,6.5625,28.695,0.21752395
2023-12-11,77.51942,6.5625,25.91,0.22055377
2023-12-11,78.76962,6.5625,28.66,0.17426264
2023-12-11,78.852974,6.5625,28.275,0.1708058
2023-12-11,81.89515,6.5625,27.345,0.2697799
2023-12-11,85.06234,6.5625,28.4,0.17297563
2023-12-11,78.894646,6.520833,28.789999,0.16445975
2023-12-11,81.728455,6.520833,27.09,0.45912522
2023-12-11,81.89515,6.520833,27.345,0.2998286
2023-12-11,82.35355,6.520833,27.84,0.20371072
2023-12-11,82.811966,6.520833,28.445,0.13276894
2023-12-11,84.89565,6.520833,28.474998,0.1330525
2023-12-11,84.937325,6.520833,27.59,0.15579154
2023-12-11,84.979,6.520833,26.96,0.16000377
2023-12-11,85.14569,6.520833,27.335,0.1664695
2023-12-11,77.477745,6.4791665,28.55,0.1924597
2023-12-11,78.894646,6.4791665,28.789999,0.17466876
2023-12-11,78.97799,6.4791665,28.894999,0.1558412
2023-12-11,81.686775,6.4791665,26.3,0.47979906
2023-12-11,81.93682,6.4791665,26.9,0.28542173
2023-12-11,82.68694,6.4791665,27.894999,0.19095194
2023-12-11,85.06234,6.4791665,26.685,0.15100034
2023-12-11,76.93598,6.4375,28.859999,0.14528617
2023-12-11,77.436066,6.4375,28.625,0.19832304
2023-12-11,81.728455,6.4375,26.744999,0.37955388
2023-12-11,81.77013,6.4375,27.039999,0.2712419
2023-12-11,81.93682,6.4375,26.9,0.2702607
2023-12-11,82.39523,6.4375,28.115,0.20663978
2023-12-11,84.89565,6.4375,28.14,0.1544234
2023-12-11,84.979,6.4375,26.82,0.15555409
2023-12-11,85.18736,6.4375,27.64,0.1584575
2023-12-11,85.229034,6.4375,28.89,0.16352421
2023-12-11,76.60259,6.395833,28.545,0.13331918
2023-12-11,76.64427,6.395833,28.775,0.13206522
2023-12-11,76.68594,6.395833,28.56,0.13217047
2023-12-11,76.81097,6.395833,28.404999,0.13771275
2023-12-11,76.93598,6.395833,28.335,0.17071895
2023-12-11,77.31105,6.395833,28.734999,0.1729092
2023-12-11,77.35272,6.395833,28.689999,0.18459696
2023-12-11,77.394394,6.395833,28.664999,0.19524242
2023-12-11,77.436066,6.395833,28.625,0.20600797
2023-12-11,82.27021,6.395833,27.625,0.83740723
2023-12-11,82.39523,6.395833,28.16,0.20663972
2023-12-11,82.64527,6.395833,27.939999,0.2164191
2023-12-11,83.77046,6.395833,28.59,0.18097526
2023-12-11,83.81213,6.395833,27.455,0.20257628
2023-12-11,83.853806,6.395833,28.855,0.1951203
2023-12-11,84.89565,6.395833,28.14,0.16275178
2023-12-11,85.10402,6.395833,27.474998,0.15092854
2023-12-11,85.229034,6.395833,28.894999,0.15880457
2023-12-11,85.27071,6.395833,28.535,0.18218872
2023-12-11,76.60259,6.3541665,28.675,0.13608046
2023-12-11,83.853806,6.3541665,28.855,0.17831258
2023-12-11,84.89565,6.3541665,27.585,0.1642092
2023-12-11,84.937325,6.3541665,26.625,0.15803105
2023-12-11,85.10402,6.3541665,28.06,0.15400954
2023-12-11,85.14569,6.3541665,28.265,0.15227975
2023-12-11,85.27071,6.3541665,28.535,0.14545414
2023-12-11,76.31088,6.3125,28.724998,0.13398813
2023-12-11,76.352554,6.3125,28.724998,0.13531329
2023-12-11,76.64427,6.3125,28.775,0.14317669
2023-12-11,76.68594,6.3125,28.769999,0.13256416
2023-12-11,76.727615,6.3125,28.4,0.13111937
2023-12-11,77.26937,6.3125,28.164999,0.16587287
2023-12-11,81.47841,6.3125,27.744999,2.3221824
2023-12-11,81.60343,6.3125,27.39,0.7416834
2023-12-11,82.020164,6.3125,25.869999,0.17872852
2023-12-11,82.27021,6.3125,28.185,2.0251515
2023-12-11,85.18736,6.3125,28.675,0.15063909
2023-12-11,85.229034,6.3125,28.695,0.15118273
2023-12-11,85.27071,6.3125,28.58,0.14353545
2023-12-11,76.2692,6.270833,28.875,0.13728356
2023-12-11,77.061005,6.270833,28.769999,0.22308606
2023-12-11,77.10268,6.270833,28.795,0.19241987
2023-12-11,77.144356,6.270833,28.65,0.19609568
2023-12-11,81.43674,6.270833,28.365,1.6749356
2023-12-11,81.60343,6.270833,27.39,0.4603928
2023-12-11,81.6451,6.270833,26.619999,0.24919932
2023-12-11,81.97849,6.270833,25.869999,0.24148189
2023-12-11,82.020164,6.270833,25.869999,0.17872822
2023-12-11,82.31188,6.270833,28.345,2.0253804
2023-12-11,82.35355,6.270833,28.09,0.8636972
2023-12-11,84.43724,6.270833,28.699999,0.1642775
2023-12-11,76.2692,6.2291665,28.875,0.12896222
2023-12-11,76.352554,6.2291665,28.654999,0.12132695
2023-12-11,77.01933,6.2291665,28.55,0.22134107
2023-12-11,77.18603,6.2291665,28.185,0.18512864
2023-12-11,77.2277,6.2291665,28.185,0.1797755
2023-12-11,81.43674,6.2291665,28.33,1.4066342
2023-12-11,81.6451,6.2291665,27.96,0.23911868
2023-12-11,81.686775,6.2291665,27.105,0.25076947
2023-12-11,84.35389,6.2291665,28.779999,0.15804024
2023-12-11,84.43724,6.2291665,28.734999,0.15761577
2023-12-11,76.22753,6.1875,28.875,0.13098231
2023-12-11,76.352554,6.1875,28.654999,0.13126774
2023-12-11,76.394226,6.1875,28.64,0.13273624
2023-12-11,76.76929,6.1875,28.68,0.14476904
2023-12-11,76.81097,6.1875,28.695,0.15700933
2023-12-11,76.89431,6.1875,28.574999,0.17710151
2023-12-11,76.93598,6.1875,28.574999,0.17949265
2023-12-11,77.477745,6.1875,28.314999,0.22389376
2023-12-11,79.97816,6.1875,28.51,0.24027659
2023-12-11,81.35339,6.1875,28.365,1.0720478
2023-12-11,81.43674,6.1875,28.33,0.68645585
2023-12-11,81.686775,6.1875,28.15,0.2462063
2023-12-11,82.020164,6.1875,26.3,0.17628671
2023-12-11,84.35389,6.1875,28.779999,0.16218476
2023-12-11,84.43724,6.1875,28.734999,0.16325586
2023-12-11,84.47891,6.1875,28.46,0.16015443
2023-12-11,84.520584,6.1875,28.519999,0.15757275
2023-12-11,84.72896,6.1875,28.675,0.16139813
2023-12-11,76.68594,6.145833,28.47,0.15112478
2023-12-11,77.477745,6.145833,28.525,0.20606093
2023-12-11,78.852974,6.145833,28.885,0.1588871
2023-12-11,79.85314,6.145833,28.32,0.17993729
2023-12-11,80.06151,6.145833,28.564999,0.4292758
2023-12-11,80.10318,6.145833,28.564999,0.4617175
2023-12-11,81.1867,6.145833,28.255,1.2223715
2023-12-11,84.35389,6.145833,28.654999,0.18128595
2023-12-11,84.603935,6.145833,28.574999,0.1671192
2023-12-11,84.64561,6.145833,28.635,0.16131169
2023-12-11,84.68728,6.145833,28.635,0.1737772
2023-12-11,84.8123,6.145833,28.724998,0.15433422
2023-12-11,76.394226,6.1041665,28.289999,0.14400198
2023-12-11,77.477745,6.1041665,28.525,0.21902092
2023-12-11,77.51942,6.1041665,28.525,0.21634011
2023-12-11,77.60276,6.1041665,28.904999,0.22340424
2023-12-11,78.852974,6.1041665,28.885,0.16957349
2023-12-11,80.01984,6.1041665,28.474998,0.44680828
2023-12-11,84.35389,6.1041665,28.814999,0.1748347
2023-12-11,84.85397,6.1041665,28.98,0.20356376
2023-12-11,85.47908,6.1041665,27.5,0.17212787
2023-12-11,85.52075,6.1041665,27.5,0.16995177
2023-12-11,76.2692,6.0625,28.519999,0.13823557
2023-12-11,76.31088,6.0625,28.519999,0.13292636
2023-12-11,76.394226,6.0625,28.289999,0.14056616
2023-12-11,76.47758,6.0625,28.56,0.15110792
2023-12-11,76.51925,6.0625,28.654999,0.15941316
2023-12-11,76.56092,6.0625,28.654999,0.16681312
2023-12-11,76.60259,6.0625,28.685,0.1748547
2023-12-11,77.60276,6.0625,28.904999,0.22842659
2023-12-11,78.852974,6.0625,28.715,0.16957366
2023-12-11,79.603096,6.0625,27.385,0.12985376
2023-12-11,79.64477,6.0625,27.385,0.12990561
2023-12-11,79.68645,6.0625,28.34,0.13015316
2023-12-11,79.81146,6.0625,28.335,0.16368932
