date,lon,lat,sst,chl
2023-12-19,83.18703,11.979167,28.585,0.24304768
2023-12-19,79.76979,11.729167,27.119999,1.8763214
2023-12-19,79.76979,11.645833,26.755,2.1568542
2023-12-19,81.22837,11.645833,27.46,0.29626703
2023-12-19,82.020164,11.645833,26.705,0.3121693
2023-12-19,81.22837,11.604167,27.4,0.35065043
2023-12-19,82.020164,11.604167,27.015,0.31156215
2023-12-19,82.061844,11.604167,28.744999,0.2980064
2023-12-19,79.76979,11.5625,26.555,2.1736755
2023-12-19,80.81163,11.5625,27.32,0.3642114
2023-12-19,81.22837,11.5625,26.925,0.31331927
2023-12-19,81.27004,11.5625,27.449999,0.29524818
2023-12-19,81.311714,11.5625,27.46,0.30897325
2023-12-19,82.020164,11.5625,28.42,0.2867743
2023-12-19,82.72862,11.5625,28.3,0.1882022
2023-12-19,82.770294,11.5625,27.97,0.18129286
2023-12-19,79.76979,11.520833,26.574999,2.1075077
2023-12-19,80.85331,11.520833,27.295,0.4225435
2023-12-19,81.10335,11.520833,26.994999,0.4390307
2023-12-19,81.14502,11.520833,26.939999,0.42384142
2023-12-19,81.22837,11.520833,26.385,0.35074973
2023-12-19,80.81163,11.479167,27.34,0.38069576
2023-12-19,80.89498,11.479167,26.635,0.42832533
2023-12-19,81.14502,11.479167,26.585,0.34143364
2023-12-19,81.1867,11.479167,26.539999,0.34101635
2023-12-19,81.22837,11.479167,27.385,0.36201537
2023-12-19,82.68694,11.479167,28.205,0.18320829
2023-12-19,82.72862,11.479167,28.349998,0.18612452
2023-12-19,80.81163,11.4375,27.46,0.47231057
2023-12-19,80.85331,11.4375,27.465,0.51378995
2023-12-19,81.10335,11.4375,26.9,0.41723526
2023-12-19,81.1867,11.4375,27.34,0.37139463
2023-12-19,81.061676,11.395833,27.01,0.4525891
2023-12-19,81.10335,11.395833,27.4,0.4224736
2023-12-19,81.1867,11.395833,27.314999,0.40081316
2023-12-19,80.978325,11.354167,26.525,0.5386459
2023-12-19,81.020004,11.354167,27.425,0.51354575
2023-12-19,81.061676,11.354167,27.425,0.48280603
2023-12-19,81.14502,11.354167,27.359999,0.3737779
2023-12-19,81.10335,11.3125,27.335,0.43134776
2023-12-19,84.64561,11.3125,28.265,0.16321465
2023-12-19,84.72896,11.3125,27.98,0.15117174
2023-12-19,80.81163,11.270833,27.365,0.5682523
2023-12-19,80.978325,11.270833,26.81,0.6445391
2023-12-19,81.020004,11.270833,26.81,0.5916721
2023-12-19,84.64561,11.270833,27.41,0.17195636
2023-12-19,84.72896,11.270833,28.345,0.16419743
2023-12-19,80.269875,11.229167,26.93,0.45069042
2023-12-19,80.81163,11.229167,27.435,0.55053097
2023-12-19,80.978325,11.229167,27.445,0.5856485
2023-12-19,81.10335,11.229167,27.564999,0.40251786
2023-12-19,84.72896,11.229167,28.38,0.15858707
2023-12-19,79.85314,11.1875,27.13,2.807648
2023-12-19,80.18653,11.1875,26.765,0.47276342
2023-12-19,80.269875,11.1875,27.515,0.5490292
2023-12-19,80.31155,11.1875,27.515,0.51844805
2023-12-19,80.686615,11.1875,27.38,0.52598554
2023-12-19,80.72829,11.1875,27.355,0.532372
2023-12-19,80.76996,11.1875,27.085,0.5685387
2023-12-19,80.978325,11.1875,27.42,0.5279642
2023-12-19,81.061676,11.1875,27.609999,0.40660378
2023-12-19,84.64561,11.1875,28.404999,0.11480665
2023-12-19,84.68728,11.1875,28.41,0.13878413
2023-12-19,79.85314,11.145833,27.199999,2.9306676
2023-12-19,80.18653,11.145833,27.244999,0.51230425
2023-12-19,80.2282,11.145833,27.244999,0.5713605
2023-12-19,80.353226,11.145833,26.675,0.52940506
2023-12-19,80.3949,11.145833,26.68,0.45820865
2023-12-19,80.56159,11.145833,27.41,0.5375612
2023-12-19,80.603264,11.145833,27.46,0.5668654
2023-12-19,80.686615,11.145833,27.39,0.48437783
2023-12-19,80.76996,11.145833,27.494999,0.48366082
2023-12-19,80.978325,11.145833,27.42,0.5092047
2023-12-19,81.061676,11.145833,27.519999,0.39157918
2023-12-19,81.27004,11.145833,27.695,0.4709758
2023-12-19,81.311714,11.145833,27.805,0.51387066
2023-12-19,79.85314,11.104167,27.01,2.4526927
2023-12-19,80.2282,11.104167,26.68,0.6755167
2023-12-19,80.269875,11.104167,27.275,0.6659693
2023-12-19,80.31155,11.104167,27.275,0.5808906
2023-12-19,80.43657,11.104167,27.24,0.4431654
2023-12-19,80.56159,11.104167,26.955,0.5254924
2023-12-19,80.644936,11.104167,27.189999,0.5523767
2023-12-19,80.686615,11.104167,27.189999,0.48733488
2023-12-19,80.72829,11.104167,27.4,0.43874398
2023-12-19,80.85331,11.104167,26.99,0.43077952
2023-12-19,80.89498,11.104167,27.224998,0.42064682
2023-12-19,80.93665,11.104167,27.4,0.38257396
2023-12-19,80.978325,11.104167,27.39,0.35332885
2023-12-19,81.061676,11.104167,27.57,0.35654333
2023-12-19,81.22837,11.104167,27.625,0.4128152
2023-12-19,79.85314,11.0625,26.765,2.91343
2023-12-19,80.01984,11.0625,27.144999,0.7511507
2023-12-19,80.06151,11.0625,27.064999,0.67276967
2023-12-19,80.2282,11.0625,26.59,0.63446176
2023-12-19,80.353226,11.0625,27.195,0.42518032
2023-12-19,80.3949,11.0625,27.205,0.40801287
2023-12-19,80.603264,11.0625,27.175,0.63621867
2023-12-19,80.644936,11.0625,27.164999,0.6109741
2023-12-19,80.81163,11.0625,26.705,0.5095324
2023-12-19,81.061676,11.0625,27.564999,0.3618021
2023-12-19,81.14502,11.0625,26.849998,0.38627872
2023-12-19,81.1867,11.0625,27.71,0.3934148
2023-12-19,81.27004,11.0625,27.71,0.44486797
2023-12-19,81.311714,11.0625,27.58,0.4868952
2023-12-19,79.97816,11.020833,26.76,1.0832227
2023-12-19,80.06151,11.020833,26.64,0.7432561
2023-12-19,80.18653,11.020833,27.06,0.5778347
2023-12-19,80.31155,11.020833,27.445,0.5213156
2023-12-19,80.76996,11.020833,26.195,0.4574974
2023-12-19,80.89498,11.020833,26.955,0.35707945
2023-12-19,80.93665,11.020833,26.855,0.33909765
2023-12-19,81.020004,11.020833,27.615,0.36478263
2023-12-19,81.10335,11.020833,27.615,0.37530148
2023-12-19,81.1867,11.020833,27.085,0.41403636
2023-12-19,79.97816,10.979167,26.545,0.9511089
2023-12-19,80.01984,10.979167,26.38,0.6862311
2023-12-19,80.06151,10.979167,27.055,0.6747257
2023-12-19,80.14485,10.979167,25.529999,0.5589926
2023-12-19,80.269875,10.979167,26.9,0.5959428
2023-12-19,80.31155,10.979167,27.115,0.54504615
2023-12-19,80.51992,10.979167,27.234999,0.37606412
2023-12-19,80.56159,10.979167,27.539999,0.3527808
2023-12-19,80.603264,10.979167,27.47,0.33756164
2023-12-19,80.686615,10.979167,26.49,0.38950685
2023-12-19,80.76996,10.979167,27.324999,0.3629459
2023-12-19,80.81163,10.979167,26.965,0.40171567
2023-12-19,80.93665,10.979167,27.06,0.343803
2023-12-19,81.020004,10.979167,27.51,0.32846263
2023-12-19,81.10335,10.979167,27.43,0.3718377
2023-12-19,81.14502,10.979167,27.68,0.4082153
2023-12-19,81.1867,10.979167,27.705,0.4316418
2023-12-19,79.85314,10.9375,26.455,3.2177093
2023-12-19,80.18653,10.9375,26.72,0.6158527
2023-12-19,80.269875,10.9375,26.98,0.57893866
2023-12-19,80.51992,10.9375,27.32,0.41745582
2023-12-19,80.603264,10.9375,27.13,0.3835889
2023-12-19,80.76996,10.9375,27.279999,0.42287716
2023-12-19,80.93665,10.9375,27.154999,0.38502365
2023-12-19,80.2282,10.895833,26.925,0.59765375
2023-12-19,80.51992,10.895833,26.68,0.39781266
2023-12-19,80.603264,10.895833,27.34,0.38639674
2023-12-19,82.22854,10.895833,28.324999,0.1776739
2023-12-19,82.27021,10.895833,28.125,0.1787936
2023-12-19,79.85314,10.854167,26.97,2.747647
2023-12-19,80.06151,10.854167,26.505,0.625876
2023-12-19,80.14485,10.854167,26.66,0.6675463
2023-12-19,80.18653,10.854167,26.654999,0.5398179
2023-12-19,80.603264,10.854167,27.394999,0.3816192
2023-12-19,82.31188,10.854167,28.555,0.17882471
2023-12-19,80.47824,10.8125,26.744999,0.3337366
2023-12-19,80.51992,10.8125,26.755,0.3730826
2023-12-19,80.56159,10.8125,26.755,0.4032573
2023-12-19,80.603264,10.8125,26.859999,0.3949247
2023-12-19,82.35355,10.8125,28.119999,0.19073173
2023-12-19,79.85314,10.770833,26.394999,2.6983745
2023-12-19,82.31188,10.770833,28.64,0.18025252
2023-12-19,82.22854,10.729167,28.34,0.17657818
2023-12-19,82.27021,10.729167,28.34,0.1764396
2023-12-19,82.18686,10.6875,28.445,0.17489709
2023-12-19,79.85314,10.645833,26.914999,2.790779
2023-12-19,80.2282,10.645833,27.404999,0.34613985
2023-12-19,82.18686,10.645833,28.619999,0.16929932
2023-12-19,81.686775,10.604167,28.05,0.2867008
2023-12-19,81.686775,10.5625,27.035,0.30248377
2023-12-19,81.52008,10.520833,27.849998,0.29942253
2023-12-19,81.56176,10.520833,27.92,0.317349
2023-12-19,81.60343,10.520833,27.609999,0.32002416
2023-12-19,81.6451,10.520833,26.05,0.31564045
2023-12-19,81.52008,10.479167,27.92,0.31724426
2023-12-19,81.60343,10.479167,27.734999,0.3180397
2023-12-19,76.06084,10.4375,29.17,4.3934965
2023-12-19,81.56176,10.4375,26.875,0.30909148
2023-12-19,79.89481,10.354167,26.414999,2.781732
2023-12-19,80.81163,10.229167,27.265,0.33009472
2023-12-19,80.85331,10.229167,27.25,0.32667795
2023-12-19,79.228035,10.1875,26.295,3.3917465
2023-12-19,80.686615,10.1875,26.744999,0.31906986
2023-12-19,80.72829,10.1875,26.8,0.34950477
2023-12-19,80.76996,10.1875,26.8,0.351396
2023-12-19,81.395065,10.1875,27.305,0.31008226
2023-12-19,81.43674,10.1875,27.51,0.28475404
2023-12-19,80.686615,10.145833,27.06,0.34510157
2023-12-19,80.81163,10.145833,27.21,0.34619227
2023-12-19,80.85331,10.145833,27.314999,0.35781246
2023-12-19,81.35339,10.145833,27.215,0.33319482
2023-12-19,79.228035,10.104167,26.49,4.358087
2023-12-19,80.686615,10.104167,27.085,0.28163573
2023-12-19,80.72829,10.104167,27.349998,0.28226689
2023-12-19,80.76996,10.104167,27.375,0.23645422
2023-12-19,81.061676,10.104167,27.449999,0.27013317
2023-12-19,81.14502,10.104167,27.46,0.20373985
2023-12-19,81.395065,10.104167,27.615,0.33292362
